Pos/0/X,Pos/1/Y
183,427
183,366
183,305
183,244
183,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,183
122,183
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,305
122,305
122,305
183,305
183,305
183,305
183,305
183,305
183,305
122,305
61,305
61,305
61,305
122,305
122,305
122,305
122,366
122,366
122,366
122,366
122,305
122,244
122,183
122,183
122,183
122,122
122,122
122,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
122,122
122,122
122,122
122,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,122
61,183
61,183
61,183
61,183
61,183
122,183
183,183
183,183
183,183
122,183
61,183
61,183
61,183
61,244
61,244
61,244
61,244
61,244
61,244
61,244
61,244
61,244
61,244
122,244
183,244
183,244
183,305
183,305
183,305
183,244
183,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,244
122,183
122,183
122,183
122,183
122,183
122,183
122,183
122,183
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
122,122
61,122
61,122
61,122
61,122
61,183
61,183
61,183
61,183
61,183
61,183
122,183
183,183
183,183
183,183
244,183
244,183
183,183
183,183
183,244
183,244
183,244
183,244
183,244
183,244
183,244
183,244
183,244
183,244
183,244
183,244
183,244
183,244
183,244
183,244
183,183
183,183
183,183
183,183
183,183
183,183
183,183
183,183
183,183
183,183
183,183
183,183
183,183
244,183
244,183
244,183
244,183
244,183
244,183
244,183
244,183
244,183
244,183
244,183
244,183
244,183
183,183
183,183
183,183
183,183
183,183
183,183
183,183
183,183
244,183
244,183
244,183
244,183
244,183
244,244
244,244
244,244
305,244
305,244
305,244
305,244
305,244
305,244
305,244
305,244
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,183
305,244
305,305
305,305
305,305
305,305
366,305
366,305
366,244
366,244
366,305
366,305
427,305
427,305
427,305
427,244
427,244
427,244
427,244
427,244
427,244
427,244
427,244
427,244
427,244
427,244
427,244
427,183
427,183
366,183
366,183
366,183
366,183
366,183
366,183
427,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
549,183
549,183
488,183
488,183
488,122
488,61
488,61
488,61
488,61
488,61
427,61
366,61
366,61
366,61
366,61
366,61
366,61
366,122
366,122
366,61
366,61
366,61
366,61
366,61
366,61
427,61
488,61
488,61
488,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
427,61
366,61
366,61
366,61
366,61
366,61
366,61
366,61
366,61
366,61
366,61
366,61
366,61
366,122
366,122
366,122
366,122
366,122
366,122
366,183
366,183
366,183
366,183
366,183
366,122
366,122
366,122
366,122
366,122
366,122
366,122
366,122
366,122
366,122
366,122
366,122
366,122
366,183
366,183
366,244
366,244
366,244
366,244
366,305
366,305
366,305
366,305
366,305
427,305
427,305
427,305
427,305
427,305
427,305
427,305
427,305
427,305
427,305
427,305
427,305
427,305
427,305
427,366
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
427,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
549,427
549,427
549,427
549,427
549,427
549,366
549,305
549,305
549,305
549,305
549,305
549,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
549,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
610,305
671,305
671,305
671,305
671,305
671,305
671,305
671,305
671,305
671,305
671,305
671,305
671,305
610,305
610,305
671,305
671,305
671,305
671,305
671,305
671,305
671,366
671,366
671,305
671,305
671,305
671,305
671,305
671,305
671,366
671,366
671,366
671,366
610,366
549,366
549,366
549,427
549,427
549,427
549,427
549,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
427,427
427,427
427,427
427,427
427,427
427,427
427,366
427,366
427,366
427,427
427,427
427,427
427,427
427,427
427,427
427,427
488,427
488,427
488,427
488,427
488,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
366,427
305,427
305,427
366,427
366,427
366,427
427,427
427,427
427,427
427,427
427,427
427,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
366,427
366,427
366,427
366,427
366,427
366,427
366,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
549,427
549,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
488,427
427,427
427,427
427,427
427,427
427,366
427,366
427,366
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,427
427,366
427,366
427,366
427,366
427,366
427,366
427,366
427,366
427,366
427,427
427,427
427,427
427,427
427,366
427,305
427,244
427,244
427,244
427,244
427,244
427,244
427,244
427,244
427,244
427,244
366,244
366,244
366,244
366,244
366,244
366,244
366,305
366,305
366,244
366,244
366,244
366,244
427,244
427,244
427,244
427,244
427,244
427,244
427,244
427,244
427,244
366,244
366,244
305,244
305,244
305,244
244,244
244,244
244,244
305,244
305,244
305,305
305,305
244,305
244,305
244,305
244,305
305,305
305,305
305,305
244,305
244,305
244,305
244,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,366
305,366
305,366
305,366
366,366
366,366
366,366
366,366
366,366
366,366
366,427
366,427
366,427
366,427
366,427
366,427
366,366
366,366
366,366
366,366
427,366
427,366
427,366
427,427
427,427
366,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,366
305,366
305,366
305,366
305,366
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
366,305
366,305
305,305
305,305
305,244
305,244
305,244
305,244
305,244
305,305
305,305
305,305
305,305
305,305
244,305
244,305
244,305
244,305
244,305
244,305
244,305
244,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,244
305,183
305,183
305,244
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,366
305,366
305,366
305,366
305,366
305,366
305,366
305,366
305,366
305,366
305,366
305,366
305,366
305,366
305,366
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,427
305,366
305,366
305,305
305,305
305,305
305,305
305,305
305,305
305,305
305,305
366,305
366,305
366,305
366,305
366,305
366,305
366,305
366,305
366,305
366,244
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,183
366,122
366,122
366,122
366,122
366,122
366,122
366,122
366,122
366,61
366,61
366,61
366,61
366,61
366,61
366,61
366,61
366,61
366,61
366,61
366,122
366,122
366,122
366,122
366,122
366,122
366,122
366,122
366,122
427,122
488,122
488,122
488,122
488,122
488,122
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,122
488,122
488,122
488,122
488,122
488,122
488,122
549,122
610,122
671,122
671,122
671,122
671,183
671,183
671,183
671,183
671,183
610,183
549,183
549,183
549,183
549,183
549,183
610,183
671,183
671,183
671,183
671,183
671,183
671,122
671,122
671,122
671,122
671,122
671,122
671,122
671,122
671,183
671,183
671,183
610,183
610,183
610,183
610,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
610,183
610,183
610,183
549,183
549,183
549,183
549,183
549,183
549,122
549,122
549,122
610,122
610,122
610,122
610,122
610,122
549,122
549,122
549,122
549,122
549,122
549,122
549,122
549,122
549,122
549,122
549,122
549,122
549,122
549,122
549,183
549,183
549,183
549,183
549,183
549,183
549,183
549,183
549,183
549,183
549,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,183
488,183
549,183
549,183
549,122
549,122
549,122
549,122
549,122
549,122
549,122
549,122
549,122
488,122
488,122
488,122
488,122
549,122
549,122
549,122
549,122
549,122
549,122
549,122
549,122
549,122
549,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,183
488,183
488,183
488,183
488,183
488,183
549,183
549,183
549,183
549,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,183
488,122
488,122
488,122
488,122
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
549,61
610,61
610,61
610,61
610,61
610,61
610,61
610,61
610,122
610,122
610,122
549,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,122
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
488,61
549,61
549,61
549,61
549,61
549,61
610,61
610,61
610,61
610,61
610,61
610,61
671,61
671,61
671,61
610,61
610,61
610,61
610,61
610,61
610,122
610,183
610,183
610,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
671,183
